id,sort,hitokoto,from,from_who,creator,created_at
705,Other,可怜人意，薄于云水，佳会更难重。,少年游·离多最是,,″如叶般凋零。,1477218402.0
706,Animation,有些事情我不看透，不是我太笨，只是我太善良。,樱桃小丸子,,酷儿,1474191685.0
707,Internet,值得获取的东西，就在风险的彼岸。,网络,,″如叶般凋零。,1477228966.0
708,Animation,彼方为谁，无我有问 ；九月露湿，待君之前,你的名字,,moe,1477825585.0
710,Animation,我不是天生的王者 但我骨子里流动着不让我低头的血液,海贼王,,moe,1477825702.0
712,Animation,苹果是给那些为了爱选择死亡的人的奖励,回转企鹅罐,,hitokoto,1478787580.0
714,Animation,一定要保护自己的梦想，即使牺牲一切。,NANA,大崎娜娜,hitokoto,1478787580.0
715,Original,枯燥的太阳因你而变的温暖，脆弱的心灵因你而变的坚强。,原创,,hitokoto,1478787580.0
716,Other,多一分心力去注意别人，就少一分心力反省自己，你懂吗？,佛教禅语,,hitokoto,1478787580.0
717,Literature,荒诞也好，愚笨也好，总会过去的。,一瞬的光和永远,,hitokoto,1478787580.0
718,Animation,喜欢你，因为我喜欢你，比地球上任何人都，喜欢你...,名侦探柯南,,hitokoto,1478787580.0
720,Internet,"我不要你忘记他 , 我只要你记得我",网络,,hitokoto,1478787580.0
721,Other,"春风得意马蹄疾,一日看尽长安花.",登科后,,hitokoto,1478787580.0
722,Games,生生生生暗生始，死死死死冥死终。,东方永夜抄,,hitokoto,1478787580.0
723,Other,你的胆小，就让它，见鬼去吧。,アシタハアタシノカゼガフク,,hitokoto,1478787580.0
725,Original,谢谢你喜欢我，对不起爱，我伤不起了,原创,,hitokoto,1478787580.0
726,Animation,男人至死都是少年,银魂,,hitokoto,1478787580.0
728,Internet,为毛我的眼里常含泪水，因为我老是躺着中枪。,网络,,hitokoto,1478787580.0
729,Literature,有时你飞到了头，却发现还不如中间掉下来,球状闪电,,hitokoto,1478787580.0
730,Other,万法缘生，皆系缘分！,佛教禅语,,hitokoto,1478787580.0
731,Animation,不能逃避，不能逃避，不能逃避，不能逃避…,EVA,,hitokoto,1478787580.0
732,Animation,我除了投三分，就什么都没有了…,灌篮高手,,hitokoto,1478787580.0
734,Animation,无论是丢下还是被丢下，这两者都是一样痛苦的。,水果篮子,,hitokoto,1478787580.0
736,Internet,再自信的人都会觉得自己还不够好,网络,,hitokoto,1478787580.0
738,Original,我们都很擅长口是心非，但又希望对方能有所察觉。,九ちのセカィ,,hitokoto,1478787580.0
739,Animation,今天的风儿有些喧嚣啊。,男子高中生的日常,,hitokoto,1478787580.0
741,Animation,命运的红线一旦断了，就再也不会接上。,犬夜叉,,hitokoto,1478787580.0
743,Animation,活下去的意志是最强的力量！,浪客剑心,绯村剑心,hitokoto,1478787580.0
744,Literature,这是计划的一部分。,三体II,,hitokoto,1478787580.0
745,Original,你在颓废的时候别人都在努力哦~?,原创,,hitokoto,1478787580.0
746,Internet,小胖子溜边走~,囧的呼唤,,hitokoto,1478787580.0
747,Other,"有一个面包,走着走着肚饿了,于是就把自己吃了",冷笑话,,hitokoto,1478787580.0
749,Animation,男人的爱情是另存为，女人的爱情是覆盖。,红,,hitokoto,1478787580.0
750,Animation,不逆 不耻 不憾,舰队Collection,,hitokoto,1478787580.0
752,Games,少女祈祷中…,东方project,,hitokoto,1478787580.0
753,Literature,"叹飘渺，莫过春樱转瞬逝；怜世间,万千繁华始归尘。",绯弹的亚里亚,,hitokoto,1478787580.0
754,Animation,有话直说就是我的忍道！,火影忍者,漩涡鸣人,hitokoto,1478787580.0
755,Other,"如果政府不能解决问题, 那它本身就成为问题!",里根,,hitokoto,1478787580.0
757,Animation,就连一直都无容身之地的我…也不是可以任意舍弃的生命。,夏目友人帐,,hitokoto,1478787580.0
758,Comics,我本来不想使出这一招的,少年JUMP,,hitokoto,1478787580.0
759,Original,那双紧握不放的手…抓住的是希望…亦或是绝望…,原创,,hitokoto,1478787580.0
760,Other,"衣带渐宽终不悔,为伊消得人憔悴.",蝶恋花,柳永,hitokoto,1478787580.0
761,Animation,明明只是活着，哀伤却无处不在…,秒速五厘米,,hitokoto,1478787580.0
762,Animation,"为了你,如果是为了你,即使我被困在永远的迷宫中,也没关系.",魔法少女小圆,,hitokoto,1478787580.0
764,Other,Just give me that chance.,肖申克的救赎,,hitokoto,1478787580.0
765,Animation,“像你这样的白痴是怎么活过来的？”“因为我很自信。“,海贼王,,hitokoto,1478787580.0
766,Original,加油！和你们在一起！,原创,,hitokoto,1478787580.0
768,Animation,汝真是个烂好人,狼与香辛料,,hitokoto,1478787580.0
769,Other,"举手长劳劳,二情同依依.",孔雀东南飞,,hitokoto,1478787580.0
770,Original,你说过等我的······,Seek/追寻城堡色,,hitokoto,1478787580.0
771,Other,世间所有的相遇，都是久别重逢。,一代宗师,,hitokoto,1478787580.0
772,Animation,我知道的，面码…自己已经死掉这点事，还是知道的…,我们仍未知道那天所看见的花的名字,,hitokoto,1478787580.0
776,Other,"斜晖脉脉水悠悠,肠断白频洲.",望江南,温庭筠,hitokoto,1478787580.0
777,Animation,想哭的时候能哭出来，也是一种坚强,翼年代记,,hitokoto,1478787580.0
778,Animation,如果你愿意的话，让我带您去吧，这座小镇，愿望实现的地方…,CLANNAD,,hitokoto,1478787580.0
779,Other,要么忙着生存要么赶着去死，人总要做点什么,肖申克的救赎,,hitokoto,1478787580.0
780,Games,我是最强的！,东方Project,,hitokoto,1478787580.0
781,Original,时间就是一个饥饿的怪物，稍有不慎便会被它吃掉。,原创,,hitokoto,1478787580.0
782,Other,如何得与凉风约，不共尘沙一并来！,中牟道中,陈与义,hitokoto,1478787580.0
783,Animation,有伤害人的人存在的话，也会有能抚慰伤痕的人,水果篮子,,hitokoto,1478787580.0
785,Original,相互间的抚慰根本没必要只要你还存在着就足够,原创,,hitokoto,1478787580.0
786,Original,十年过去了，时间没长大，我却变了。,原创,,hitokoto,1478787580.0
787,Other,"说时依旧,有泪如倾",说时依旧,三毛,hitokoto,1478787580.0
788,Internet,宅，是一种生活状态；死宅，是一种人生境界…,网络,,hitokoto,1478787580.0
789,Animation,我觉得只要这样继续加油，总有一天能赶上他们的。,刀剑神域,启太,hitokoto,1478787580.0
790,Other,无论做什么，记得为自己而做，那就毫无怨言。,流金岁月,,hitokoto,1478787580.0
791,Other,茕茕白兔，东走西顾。衣不如新，人不如故。,古艳歌,,hitokoto,1478787580.0
792,Internet,有一个捉迷藏社团，他们团长现在还没找到。,网络,,hitokoto,1478787580.0
793,Animation,如果你是魔女，我只要化身魔王就可以了。,反叛的鲁鲁修,,hitokoto,1478787580.0
796,Other,给生命以时间，而不是给时间以生命。,思想录,,hitokoto,1478787580.0
798,Games,到底该怎么做，你才会重新喜欢我呢？,秋之回忆,,hitokoto,1478787580.0
799,Animation,叶え！私たちの夢ー。,ラブライブ！,,hitokoto,1478787580.0
801,Other,一个人有一个故事，别让你的故事留白。,Jack Daniels Whisky,,hitokoto,1478787580.0
804,Animation,我的生命是属于你的，亚丝娜，我将为你而活。,刀剑神域,桐人,hitokoto,1478787580.0
806,Other,你的笑容怡人如晚霞般，在川流不息的时光中，神采飞扬。, 时光,许巍,hitokoto,1478787580.0
808,Literature,遗憾的是我们生活在两条平行直线永远不会相交的世界里。,刺青杀人事件,早川博士,hitokoto,1478787580.0
809,Original,大力出奇迹，穹妹即正义。,原创,,hitokoto,1478787580.0
810,Other,人生的真理，只是藏在平淡无味之中。,佛教禅语,,hitokoto,1478787580.0
812,Animation,将愿望倾入不愿忘却的回忆中…,ef-a tale of memories,,hitokoto,1478787580.0
814,Other,愿我的人民，永远，不要被那些无关紧要的差别，所迷惑。,魔兽,萨尔,hitokoto,1478787580.0
815,Internet,"有家,有爱,有欧派",网络,,hitokoto,1478787580.0
816,Literature,"十年前,你爱我,我逃避不见,十年后,我爱你,你不在身边.",你若盛开，清风自来,,hitokoto,1478787580.0
817,Other,不要跟过去的自己比，要期待未来的自己，珍爱现在的自己。,主君的太阳,,hitokoto,1478787580.0
820,Animation,"All for one, one for all.",海贼王,,hitokoto,1478787580.0
821,Other,积土而为山，积水而为海。,荀子·儒效,,hitokoto,1478787580.0
822,Other,你看，那个人好像一只狗诶。,大话西游之大圣娶亲,,hitokoto,1478787580.0
823,Original,走路太骚必摔跤，得瑟过劲会闪腰。,原创,,hitokoto,1478787580.0
826,Other,如今这里荒草丛生没有了鲜花，好在曾今拥有你们的春秋和冬夏。,那些花儿,朴树 ,hitokoto,1478787580.0
827,Other,"如果你在的时候,会不会伸手拥抱我",星空,五月天,hitokoto,1478787580.0
828,Other,時をまきもどしてみるかい？,僕たちはひとつの光,,hitokoto,1478787580.0
830,Original,每一个人都应该明确自己的方向和位置。,原创,,hitokoto,1478787580.0
831,Literature,救救我啊奥特曼，哪怕你只能撑三分钟…,肯普法,,hitokoto,1478787580.0
833,Animation,以为大哭大闹一场就有人来安慰的家伙真是幸福呢。,龙与虎,,hitokoto,1478787580.0
834,Animation,时间可以治愈？如果时间也病了怎么办,寒蝉明泣之时,古手梨花,hitokoto,1478787580.0
837,Original,不相信命运却屈服于现实，拒绝眼泪却抑制不住悲伤......,Cacti,,hitokoto,1478787580.0
838,Animation,求你，保护那孩子，消除灾厄，抹除祸事。哪怕…那是我自己…,食灵,,hitokoto,1478787580.0
839,Animation,不是我，都是社会的错,我的青春恋爱物语果然有问题,,hitokoto,1478787580.0
840,Animation,El Psy Congroo..,命运石之门,,hitokoto,1478787580.0
842,Animation,红茶的温度和女人心在任何时代都是难以琢磨呢。,海猫鸣泣之时,,hitokoto,1478787580.0
843,Games,如果我贏了，你就是我的人了,零之轨迹,罗伊德,hitokoto,1478787580.0
844,Literature,愿人们的爱恨为你加冕,郭敬明,,hitokoto,1478787580.0
845,Animation,并非喜欢、也不是爱。而是更加深刻而沉重的——,SWEET POOL,,hitokoto,1478787580.0
847,Comics,不管你说再多的慌，只有自己的内心，是无法欺骗的啊。,七大罪,,hitokoto,1478787580.0
849,Original,眼泪能够诠释最开心，却无法尽展最悲伤。,原创,,hitokoto,1478787580.0
850,Comics,"爱,其实很简单，困难的是去接受它。",通灵王,,hitokoto,1478787580.0
851,Animation,禁忌算什么！那难道比爱丽丝的命还重要吗？,刀剑神域,桐人,hitokoto,1478787580.0
852,Animation,MAKE OUR DREAMS ALIVE,ラブライブ！,,hitokoto,1478787580.0
853,Other,竟有如此美丽的结构存在,詹姆斯·杜威·沃森,,hitokoto,1478787580.0
854,Animation,什么都无法舍弃的人，什么都无法改变 。,进击的巨人,阿尔敏,hitokoto,1478787580.0
856,Games,我的黑衣又该如何将你的星空包裹。,东方同人志,,hitokoto,1478787580.0
858,Other,五十年来和五百年内，中国写猴子的前三名都是我、我、我。,今何在,,hitokoto,1478787580.0
860,Original,有一些情感，没办法辜负它。,原创,,hitokoto,1478787580.0
866,Animation,其实...根本就没有什么天堂和地狱吧....,死亡笔记,夜神月,hitokoto,1478787580.0
867,Animation,真正重要的东西，永远都是非常简单的。,Clannad,,hitokoto,1478787580.0
869,Internet,只有懦弱和失败者才会四处寻找借口,网络,,hitokoto,1478787580.0
873,Literature,无尽虚空，无双幻术，沉沦国度，永世沉沦,六道众生,,hitokoto,1478787580.0
874,Animation,是你赢了...哲...,黑子的篮球,青峰大辉,hitokoto,1478787580.0
875,Other,Sunny day Wow! Song power!,SUNNY DAY SONG,,hitokoto,1478787580.0
876,Original,就要死皮赖脸的喜欢你,原创,,hitokoto,1478787580.0
878,Animation,我们一直在一起，所以最后也想在你身旁。,火影忍者,,hitokoto,1478787580.0
880,Animation,要是太勉强自己的话，总有一天会受伤的,吸血鬼骑士,玖兰枢,hitokoto,1478787580.0
881,Internet,如果你不能给她穿上嫁衣，请停下脱她衣服的手,网络,,hitokoto,1478787580.0
882,Animation,我本身得不到答案。所以，我希望有能够答出来之物的诞生。,Fate/Stay Night,言峰绮礼,hitokoto,1478787580.0
885,Animation,应该可以了吧，我已经很努力了，应该可以抵达终点了…,AIR,,hitokoto,1478787580.0
887,Animation,所谓的奇迹就是要发生之后才会有价值存在的吧,EVA,,hitokoto,1478787580.0
888,Animation,笑是对身边的事物感到一瞬间的幸福而表现出来的东西。,CLANNAD,冈崎朋也,hitokoto,1478787580.0
889,Animation,休息对于生存而言，也是紧要问题,虫师,,hitokoto,1478787580.0
890,Other,这世界是个好地方，值得为它奋斗。后半句我同意。,海明威,,hitokoto,1478787580.0
891,Other,"成熟不是心变老,是泪在打转还能微笑",天边,张韶涵,hitokoto,1478787580.0
892,Other,如果我们就这样死在山里面 他们会不会说我们是殉情,星空,,hitokoto,1478787580.0
893,Internet,只要你想 你就是在天涯海角 我都会追去 。,网络,,hitokoto,1478787580.0
894,Animation,"比自己,比梦想更重要的东西永远都存在着...",钢之炼金术师,,hitokoto,1478787580.0
895,Other,"盈盈一水间,脉脉不得语.",迢迢牵牛星,,hitokoto,1478787580.0
896,Animation,失礼。噛みました,化物语(上),,hitokoto,1478787580.0
897,Other,与君初相识，犹如故人归,茶花,,hitokoto,1478787580.0
898,Literature,没有脚踏实地建立起来的东西，就无法形成精神和物质上的支撑。,时生,东野圭吾,hitokoto,1478787580.0
899,Other,如今我对自己故乡，像来往匆匆的过客。,家,许巍,hitokoto,1478787580.0
900,Other,"前不见古人,后不见来者.念天地之悠悠,独怆然而涕下.",登幽州台歌,陈子昂,hitokoto,1478787580.0
904,Other,一念愚即般若绝，一念智即般若生。,佛教禅语,,hitokoto,1478787580.0
905,Animation,是个男人就要对自己的人生负责,麻辣教师,,hitokoto,1478787580.0
906,Animation,我们不是狼，我们只是长着獠牙的羊......,羊之歌,,hitokoto,1478787580.0
907,Animation,没有偶然的必然，只有必然的偶然,魔卡少女樱,,hitokoto,1478787580.0
909,Animation,前天是兔子，昨天是小鹿，今天是你,Clannad,,hitokoto,1478787580.0
911,Internet,难过从来就不能解决任何问题,网络,,hitokoto,1478787580.0
912,Literature,朋友之交，宜得删繁就简。,白鹿原,,hitokoto,1478787580.0
913,Animation,ご無事で何よりです。,妖狐X僕ss,,hitokoto,1478787580.0
916,Other,照我思索，可理解我，照我思索，可以得人。,沈从文墓志铭,,hitokoto,1478787580.0
917,Animation,少年少女 向前走吧。,阳炎PROJECT,,hitokoto,1478787580.0
918,Animation,过分的神圣，往往比恶魔更加恶质。,黑执事,塞巴斯蒂安·米卡艾利斯,hitokoto,1478787580.0
919,Original,即使认真做 有些事还是做不到啊,原创,,hitokoto,1478787580.0
921,Internet,人都有两面，一面天使，一面恶魔。,网络,,hitokoto,1478787580.0
922,Original,我们无法回到过去，前进的方向，只有未来。,原创,,hitokoto,1478787580.0
923,Other,我从远方赶来，恰巧你们也在。,生如夏花,朴树,hitokoto,1478787580.0
924,Animation,正因生来一无所有，因此我们能拥有一切。,游戏人生,,hitokoto,1478787580.0
927,Animation,我不会去统治这片大海，在这片大海上，最自由的人就是海贼王！,海贼王,,hitokoto,1478787580.0
928,Literature,"我需要一块二向箔,清理用。",三体III,,hitokoto,1478787580.0
929,Original,愿：汝之烦恼痛苦心不在焉，汝之快乐幸福全神贯注。,CANICRY,,hitokoto,1478787580.0
930,Animation,失礼、噛みました,化物语,,hitokoto,1478787580.0
931,Animation,她有心，她的心在我这里。,人形电脑天使心,,hitokoto,1478787580.0
932,Animation,努力不会背叛自己，虽然有时会背叛梦想,我的青春恋爱物语果然有问题,,hitokoto,1478787580.0
933,Internet,"人生充斥着谎言,我又岂能独善其身!",网络,,hitokoto,1478787580.0
934,Games,让留下的人，笑着活下去,narcissu,,hitokoto,1478787580.0
935,Comics,其实美丽的故事都是没有结局的，只因为它没有结局所以才会美丽。,萤火之森,,hitokoto,1478787580.0
936,Original,你的电脑，我的权限；你的命运，由我做主。,原创,,hitokoto,1478787580.0
937,Internet,我还在原地等你 你却已经忘记来过这里,网络,,hitokoto,1478787580.0
938,Animation,超频链接,加速世界,,hitokoto,1478787580.0
940,Internet,风筝的线你随时可以放开，只是别盼望我会回来,网络,,hitokoto,1478787580.0
942,Animation,就算是自私…我也希望那些人能够永远都有笑容…,夏目友人帐,,hitokoto,1478787580.0
943,Animation,挚友的执念烙印此身，无尽的黑暗化为光明，天上天下，一骑当神！,天元突破：红莲螺岩,,hitokoto,1478787580.0
944,Original,炎炎夏季，暴雨连连，心如荒漠，人如飘絮，形如枯槁，骨如细柴。,原创,,hitokoto,1478787580.0
946,Literature,每天笑一笑对一个皇帝来说很重要，因为这有助于消化。,异人傲世录,科恩凯达,hitokoto,1478787580.0
952,Animation,还能再见面吗? 一定能见面的,Fantastic Children,,hitokoto,1478787580.0
953,Literature,生命中曾经有过的所有灿烂，终究都需要用寂寞来偿还。,百年孤独,,Hex Lee,1478852919.0
954,Other,天之苍苍，其正色邪？其远而无所至极邪？,逍遥游,,LCloud,1479465452.0
955,Literature,最孤独的人最亲切，受过伤的人总是笑的最灿烂。,素媛,,树形图设计者,1479435906.0
956,Animation,即使你忘却了我，我也不会遗忘你。,菜月昂,,树形图设计者,1479436120.0
957,Animation,不要伤害自己，别人总会这样做。,天国王朝,,Eric,1479303190.0
958,Literature,这个房间里只有一个人和一个人，而非两个人，不是吗？,戏言系列,,kuro999,1479298058.0
959,Literature,大人是不会作梦的。大人呀，是会实现梦想的。,戏言系列,,kuro999,1479298036.0
960,Other,死亡不是失去了生命，只是走出了时间,干嚼鹿肉,,Hex Lee,1478853182.0
961,Internet,别把耿直当理由。,网络,,Eric,1479303233.0
962,Comics,我和你，可以做朋友吗？,声の形,,树形图设计者,1479435961.0
964,Literature,我是个偶尔会发疯的人啊！,龙族,,kuro999,1479720661.0
965,Literature,如果这个世界不喜欢你，那它就是我的敌人了。,龙族,,kuro999,1479720766.0
966,Animation,我喜欢你，比世界上任何人都喜欢你。,名侦探柯南,,测试卡,1480238407.0
967,Other,生活就像海洋，只有意志坚强的人，才能到达彼岸。,马克思,,Eric,1480327930.0
968,Other,好目睫之利者，利在害中而不弃；好终身之利者，利在目睫而不为。,庄元臣,,Eric,1480342803.0
969,Other,不稼不穑，耕怠者无获；不了不当，事辍者无功。,其他,,Eric,1480342525.0
970,Internet, 像旧时候，像老朋友。,网络,,Secret,1480399619.0
973,Internet,就算路不坦荡也要做自己的太阳。,网络,,Secret,1480399527.0
974,Animation,人是可以改变一切的，世上的一切。,吹响！上低音号,,darudayu,1480780994.0
975,Other,不诱于誉，不恐于诽。,荀子,,Eric,1480515167.0
977,Comics,今后无论发生什么事也好，这个左手上的⋯⋯都是同伴的记号！,海贼王,尾田荣一郎,1102058350,1481086547.0
979,Animation,所谓的「改变自己，世界就会随之改变」这种事，是不可能的。,我的青春恋爱物语果然有问题,大老师,1102058350,1481086547.0
984,Animation,我动身踏上旅程，是为了与你道别。,追逐繁星的孩子,,2416790970,1481086547.0
985,Animation,大家即将各自展开旅程，挥别这个没落的城镇。,仰望半月的夜空,桥本纺,458146168,1481086547.0
986,Original,人心是件奇妙的东西，大部分的时候，总是愉快而又平静的生活着。,网络,,1310517752,1481086547.0
988,Animation,"将所有人类当成玩偶的神,本身居然也是个小丑啊。",Fate/Zero,蓝胡子,863885806,1481086547.0
990,Animation,即使想放弃，也没法放弃最想要的东西，这就是人,悠久之翼,雨宫优子的哥哥,2021823134,1481086547.0
994,Animation,我不相信人类......但是，我相信人类的“可能性”,游戏人生,,942903628,1481086547.0
997,Animation,好梦向来易醒。,风之谷,宫崎骏,863885806,1481086547.0
998,Animation,追逐梦想的人比抓住梦想的人更能发挥实力。,银魂,空知英秋,863885806,1481086547.0
1000,Animation,因为世界并不如你想象的那样坏。,无头骑士异闻录,塞尔提,1102058350,1481086547.0
1001,Animation,人只会看到自己想看到的、听到自己想听到的，我也并不例外。,我的青春恋爱物语果然有问题,大老师,863885806,1481086547.0
1002,Animation,美丽的不是这个世界，而是接受了这个世界的你的眼睛。,吸血鬼骑士,玖兰枢,942903628,1481086547.0
1003,Animation,干燥的冷气，尘埃的味道，我在其中……踏上旅途。,四月是你的谎言,宫园薰,863885806,1481086547.0
1004,Animation,人总有一天都会死的，但正因为生命是有限的，才能够欢喜和悲伤。,通灵王,,863885806,1481086547.0
1005,Animation,舞台上演员不能无视剧本随便演，华丽地退场才是完成使命。,绝园的暴风雨,,863885806,1481086547.0
1006,Animation,只顾着追求新事物，却不回顾历史，怎么会有未来。,虞美人盛开的山坡,宫崎骏,863885806,1481086547.0
1007,Animation,为什么妈妈就不明白无所事事的忙碌呢。,白熊咖啡屋,熊猫君,458146168,1481086547.0
1008,Animation,好红，每当想起你，枫叶就会被染红。,银仙,,863885806,1481086547.0
1011,Literature,得来不易的机会，会让所有的动物去做原来不喜欢做的事。,我是猫,夏目漱石,863885806,1481086547.0
1012,Animation,"起风了,唯有努力生存。",起风了,宫崎骏,863885806,1481086547.0
1013,Comics,最最好的，与最最痛苦的，是一样的。,文学与少女,玛德莱娜,863885806,1481086547.0
1020,Animation,我不会忘记，一直，都留在我的心间。,文学少女,井上心叶,942903628,1481086547.0
1021,Other,有一天我变老了，不知道你会不会像现在这么照顾我。,我与狗狗的十个约定,川口晴,1877035391,1481086547.0
1023,Comics,是不是现在踏出这一步，下决定的是他。,电波教师,,2416790970,1481086547.0
1025,Literature,希望你可以记住我，记住我这样活过，这样在你身边呆过。,挪威的森林,村上春树,942903628,1481086547.0
1026,Animation,当一个胖纸没有什么不好，最起码可以温暖其他的人。,龙猫,,863885806,1481086547.0
1027,Comics,跌跌撞撞的成长，又美又疼才是本质。,哥斯拉不说话,夏达,1102058350,1481086547.0
1031,Comics,失去故土的花朵，回不去，却也离不开。,长歌行,夏达,863885806,1481086547.0
1032,Literature,到底要被救多少次，才会甘心啊！？,在地下城寻找邂逅是否搞错了什么,贝尔,1277326952,1481086547.0
1033,Animation,你受伤的时候，我永远都在。,多啦A梦,,863885806,1481086547.0
1034,Animation,在未知的未来将要发生的事，一定有它的意义,火影忍者,岸本齐史,942903628,1481086547.0
1035,Comics,那天，我听到了种子破土的声音，又细微又坚定。,子不语,夏达,863885806,1481086547.0
1039,Internet,不管对什么事情都不能有先入为主的观念。,网络,,1310517752,1481086547.0
1040,Animation,无论最终的结果是什么，只要这是自己选择的道路。,龙与虎,竹宫悠由子,1102058350,1481086547.0
1041,Animation,在面对这些强敌之前...一定要先将眼前敌人逐个打败吧。,网球王子,越前龙马,1102058350,1481086547.0
1043,Comics,身为冒险者，如果安静的老死在床上，那简直就是耻辱！,恶魔法则,跳舞,942903628,1481086547.0
1045,Internet,人生最重要的是时机，时机对了，凡事都有可能。,网络,,863885806,1481086547.0
1046,Animation,隐藏的是心中的秘密，照耀两人的是star和snow……,名侦探柯南,青山刚昌,1277326952,1481086547.0
1047,Animation,从进入厨房的瞬间开始，你们就肩负着烹饪美食的责任。,食戟之灵,罗兰·夏佩尔,863885806,1481086547.0
1048,Games,或许人和人之间的缘分，都是注定的。,仙剑奇侠传四,柳梦璃,942903628,1481086547.0
1049,Animation,生活坏到一定程度就会好起来，因为它无法更坏。,龙猫,宫崎骏,70029304,1481086547.0
1050,Animation,"当你决定了要向前迈进的那一刻, 你就已经踏出前进的一步了。",Canvas2 ～七彩的素描～,F&C FC01,942903628,1481086547.0
1051,Animation,我再也不要看见她哭的样子了，就算我从此从她心目中消失。,名侦探柯南,工藤新一,863885806,1481086547.0
1052,Animation,无限接近于零，却又不等于零的可能性。,游戏人生,,863885806,1481086547.0
1053,Other,哈，所谓愿望能靠法宝就实现，也太廉价了吧？,仙剑奇侠传五,龙幽,863885806,1481086547.0
1054,Animation,在弱者眼里可能是这样，不过，我的确很强。,蔷薇少女,PEACH-PIT,1102058350,1481086547.0
1056,Other,活着的时候要尽欢，死的时候才没有遗憾。,仙剑奇侠传四,,863885806,1481086547.0
1057,Literature,真正的惩罚是会留在心和记忆里面的。,白夜行,东野圭吾,863885806,1481086547.0
1058,Animation,我无法抗拒泡面这种没营养又廉价的口感。,银仙,市松小雏,863885806,1481086547.0
1059,Literature,自以为是永远都是大敌，因为本可看到的东西也会视而不见。,嫌疑人x的献身,汤川,953808400,1481086547.0
1062,Animation,活着本身就是一种价值，因为还有明天。,高达,雷·扎·巴雷尔,863885806,1481086547.0
1063,Games,即使你改变了过程，也改不了结果。,仙剑奇侠传4,上软,2021823134,1481086547.0
1064,Animation,大家互相帮助，一起成功，一起幸福什么的，不过是种理想。,我的青春恋爱物语果然有问题,大老师,2021823134,1481086547.0
1065,Animation,话说回来，现充还真是麻烦啊。,我的青春恋爱物语果然有问题,大老师,1102058350,1481086547.0
1067,Internet,你的名字那么普通也就我听到会心头一怔。,网络,,863885806,1481086547.0
1068,Literature,友情其实和爱情一样，很多的时候，距离才可以让彼此更懂得彼此。,左手倒影右手年华,郭敬明,863885806,1481086547.0
1071,Literature,只要是亲生父母，除非你去犯罪，否则你干什么他们不支持你呢。,解忧杂货店,东野圭吾,458146168,1481086547.0
1072,Other,大丈夫立世无所畏惧。,仙剑奇侠传四,云天青,863885806,1481086547.0
1074,Other,苟利国家生死以，岂因祸福避趋之,赴戍登程口占示家人,林则徐,942903628,1481086547.0
1075,Other,有时候解释是不必要的，敌人不信你的解释，朋友无需你的解释,其他,李敖,863885806,1481086547.0
1076,Internet,你什么时候放下，什么时候就没有烦恼,网络,,863885806,1481086547.0
1077,Animation,必须洗净一切往事，否则你永远无法清楚自由地看这个世界,死神,黑崎一护,759578199,1481086547.0
1078,Original,把自己当傻瓜，不懂就问，你会学的更多,原创,,2021823134,1481086547.0
1079,Original,自由的目的是为了为他人创造自由,马拉默德,马拉默德,1102058350,1481086547.0
1080,Other,十年饮冰，难凉热血,饮冰室文集,梁启超,Hex Lee,1481252569.0
1082,Other,众里寻他千百度，蓦然回首，那人却在，灯火阑珊处。,青玉案·元夕,,131,1481559051.0
1083,Other,自由不是你想干什么就干什么，而是你想不干什么就不干什么。,康德,,Eric,1481961053.0
1084,Other,人不是靠做出来的 而是靠活出来的。,士兵突击,,哆啦尼可夫,1481965856.0
1085,Other,不幸才是生活的常态。,法医秦明,,Secret,1482047360.0
1086,Animation,己所欲者，杀而夺之，亦同天赐,游戏人生,阿兹莉尔,458146168,
1087,Animation,即使你已经习惯了受伤害，也有人看了会心疼的。,我的恋爱物语果然有问题,大老师,863885806,
1088,Animation,这个世界上没有完美的人类，所以，人无法自己一个人活著。,不可思议游戏,渡濑悠宇,863885806,
1090,Animation,"只要一天活著,难过的事总有一天会让你笑著说出来。",天空之城,宫崎骏,863885806,
1091,Animation,命运的红线一旦断了，就再也接不上了。,犬夜叉,高桥留美子,863885806,
1092,Internet,梦想不会逃跑，会逃跑的只有人,网络,,863885806,
1093,Animation,一举一动，都是承诺，会被另一个人看在眼里，记在心上的。,悬崖上的金鱼姬,宫崎骏,863885806,
1095,Animation,如果你一个人把什么都做完了，那我做什么？,元气少女缘结神,,863885806,
1097,Animation,在自称善意的之时，即存恶意。,罪恶王冠,,863885806,
1099,Animation,总觉得跟你在一起，不管多高的地方都可以到达。,网球王子,不二周助,863885806,
1101,Other,一个人对自己动机的诚实程度，决定着一个人是虚伪还是真诚。,我们与这个世界的误会,灵山居士,863885806,
1102,Original,为什么我明明什么坏事都没有做，却要被那样看待？,原创,,1015964489,
1103,Animation,那些坚定决心的人们，会展现出好脸色。,闪电十一人,,863885806,
1104,Animation,世界不完美 所以才显得美丽,钢之炼金术士,大佐,863885806,
1107,Other,守住一方平安，尽力而为，问心无愧就好。,网络,,505622287,
1111,Animation,哭也不会改变什么，这个世界从来不会对任何人温柔。,黑执事,,863885806,
1112,Animation,不论是过去还是未来，我都会保护你！,旋风管家,凌崎飒,505622287,
1114,Animation,因为等待的越久，重逢时就越幸福啊。,名侦探柯南,小兰,505622287,
1116,Animation,我在时光斑驳深处，聆听到花开的声音。,未闻花名,,863885806,
1117,Original,天予不取，必遭天谴。,易经,,505622287,
